"ID"	"Length"	"MW"	"Charge"	"pI"	"aIndex"	"InstabilityIndex"	"Boman"	"HidrophobicityIndex"	"HMoment"	"TinyAA"	"SmallAA"	"AliphaticAA"	"AromaticAA"	"NonPolarAA"	"PolarAA"	"ChargedAA"	"BasicAA"	"AcidicAA"	"Globular"	"Surface"	"Transmembrane"	"GO1"	"GO2"	"GO3"	"GO4"	"GO5"	"GO6"	"GO7"	"GO8"	"Tetrahymena"
"A0A0B4J1V6"	119	12857.67074	5.12775845841481	9.51221250297847	77.0588235294118	35.2008403361345	1.14344537815126	0.0829411764705882	0.576272097979016	41.176	55.462	29.412	11.765	57.143	42.857	18.487	11.765	6.723	"0.908256880733945"	0.036697247706422	0.055045871559633	0	0	0	0	1	0	0	0	0
"A0A0B4J1V7"	117	12917.57764	0.154004151773029	7.23936176162734	56.7521367521367	26.8307692307692	0.75034188034188	0.174529914529915	0.412451426056095	41.026	56.41	23.932	17.094	59.829	40.171	11.111	5.983	5.128	"0.91588785046729"	0	0.0841121495327103	0	0	0	0	1	0	0	0	0
"A0A0B4J1X5"	117	12839.61444	3.12776704402705	8.84211424680344	81.6239316239316	39.8957264957265	1.16435897435897	0.0987179487179487	0.525467857995295	37.607	55.556	29.06	12.821	58.12	41.88	17.094	10.256	6.838	"0.91588785046729"	0.0280373831775701	0.0560747663551402	0	0	0	0	1	0	0	0	0
"A0A0B4J1X8"	118	13076.81754	-1.8695403575743	5.03463398199744	82.5423728813559	36.706779661017	1.12610169491525	0.108813559322034	0.504029435525791	34.746	54.237	27.966	13.559	57.627	42.373	19.492	9.322	10.169	"0.907407407407407"	0.0277777777777778	0.0648148148148148	0	0	0	0	1	0	0	0	0
"A0A0B4J1Y9"	119	13202.93904	1.13012326484539	8.02950046222282	76.1344537815126	43.0680672268908	1.46050420168067	0.0395798319327731	0.579673905891991	35.294	53.782	26.891	12.605	55.462	44.538	20.168	10.924	9.244	"0.917431192660551"	0.018348623853211	0.0642201834862385	0	0	0	0	1	0	0	0	0
"A0A0B4J2B6"	119	13199.35104	3.12826958710339	8.86622256315218	87.6470588235294	24.3789915966387	0.960840336134454	0.107142857142857	0.502087937672741	37.815	54.622	26.891	9.244	51.261	48.739	16.807	10.084	6.723	"0.935779816513762"	0.0275229357798165	0.036697247706422	0	0	0	0	1	0	0	0	0
"A0A0B4J2B8"	117	12953.90154	3.30512902402698	8.47662716585002	68.3760683760684	41.1418803418803	1.07717948717949	0.0990598290598291	0.413469628069422	41.026	52.991	26.496	12.821	58.12	41.88	16.239	10.256	5.983	"0.91588785046729"	0	0.0841121495327103	0	0	0	0	1	0	0	0	0
"A0A0B4J2H0"	117	12660.32584	1.91847890577086	8.69308828088755	71.7094017094017	40.134188034188	1.05649572649573	0.116837606837607	0.467319836852164	41.88	57.265	29.06	11.966	57.265	42.735	15.385	8.547	6.838	"0.85981308411215"	0.0186915887850467	0.121495327102804	0	0	0	0	1	0	0	0	0
"A0A0C4DH25"	116	12515.07344	-4.08009353963352	4.21450755838253	85.8620689655172	50.8206896551724	1.02793103448276	0.129827586206897	0.489442499319653	40.517	55.172	28.448	10.345	56.897	43.103	13.793	5.172	8.621	"0.915094339622642"	0	0.0849056603773585	0	0	0	0	1	0	0	0	0
"A0A0C4DH29"	117	13007.72954	6.39676922344574	9.92307439116742	64.2735042735043	31.0777777777778	1.5342735042735	0.0141880341880342	0.51205518737039	40.171	54.701	27.35	13.675	53.846	46.154	18.803	12.821	5.983	"0.934579439252336"	0	0.0654205607476635	0	0	0	0	1	0	0	0	0
"A0A0C4DH30"	117	13069.89634	7.12964697104157	10.1534074508383	76.5811965811966	48.3316239316239	1.81504273504273	-0.0279487179487179	0.563557159623884	33.333	52.991	26.496	11.966	55.556	44.444	22.222	14.53	7.692	"0.91588785046729"	0.0280373831775701	0.0560747663551402	0	0	0	0	1	0	0	0	0
"A0A0C4DH31"	117	12820.43274	3.15542359632202	9.06595438313071	66.7521367521367	25.0495726495726	1.27333333333333	0.0698290598290598	0.470975721885024	42.735	58.12	27.35	12.821	54.701	45.299	15.385	9.402	5.983	"0.906542056074766"	0	0.0934579439252336	0	0	0	0	1	0	0	0	0
"A0A0C4DH32"	117	12673.35094	1.13061178209474	8.03943846809494	79.1452991452991	31.1017094017094	1.19854700854701	0.0952991452991453	0.548973109331205	37.607	56.41	28.205	11.966	59.829	40.171	18.803	10.256	8.547	"0.897196261682243"	0.0467289719626168	0.0560747663551402	0	0	0	0	1	0	0	0	0
"A0A0C4DH33"	117	12824.48664	-3.6256705586249	4.80511312340735	67.5213675213675	39.7615384615385	1.33863247863248	0.057948717948718	0.493060617996952	39.316	55.556	26.496	11.111	53.846	46.154	22.222	10.256	11.966	"0.934579439252336"	0	0.0654205607476635	0	0	0	0	1	0	0	0	0
"A0A0C4DH34"	117	13124.05974	5.15242355631763	9.59044677124071	86.5811965811966	27.8991452991453	0.792735042735043	0.144188034188034	0.451865503284248	35.043	53.846	28.205	15.385	58.12	41.88	13.675	9.402	4.274	"0.925233644859813"	0	0.0747663551401869	0	0	0	0	1	0	0	0	0
"A0A0C4DH35"	117	12810.43084	1.37022962187297	8.0547427875068	80.7692307692308	31.2965811965812	1.3257264957265	0.0811111111111111	0.453958382625016	36.752	56.41	28.205	12.821	56.41	43.59	17.949	10.256	7.692	"0.91588785046729"	0.0280373831775701	0.0560747663551402	0	0	0	0	1	0	0	0	0
"A0A0C4DH36"	116	12758.54094	4.88638705758419	9.4945373749903	81.4655172413793	31.8965517241379	1.33870689655172	0.0573275862068966	0.455728478635138	37.069	53.448	27.586	11.207	56.897	43.103	16.379	10.345	6.034	"0.915094339622642"	0.0283018867924528	0.0566037735849057	0	0	0	0	1	0	0	0	0
"A0A0C4DH38"	117	12674.54994	1.88546383157622	8.44530431346875	82.5641025641026	29.6316239316239	0.730683760683761	0.148290598290598	0.436125567694615	40.171	52.991	29.06	11.111	59.829	40.171	15.385	8.547	6.838	"0.878504672897196"	0.0280373831775701	0.0934579439252336	0	0	0	0	1	0	0	0	0
"A0A0C4DH39"	117	13004.80714	4.15951935236575	9.59026351648728	73.3333333333333	32.7735042735043	1.39025641025641	0.0538461538461539	0.538027729086997	38.462	53.846	28.205	11.966	53.846	46.154	17.949	11.111	6.838	"0.88785046728972"	0.0373831775700935	0.0747663551401869	0	0	0	0	1	0	0	0	0
"A0A0C4DH41"	118	13065.91604	5.15288720105082	9.59044698691919	85.8474576271186	28.9389830508475	0.852118644067797	0.134152542372881	0.43905934961224	37.288	55.085	27.966	14.407	56.78	43.22	13.559	9.322	4.237	"0.925925925925926"	0	0.0740740740740741	0	0	0	0	1	0	0	0	0
"A0A0C4DH42"	116	12698.49434	1.8557399520878	8.29896921336586	84.8275862068965	40.0862068965517	0.99948275862069	0.1225	0.451602548929388	37.931	55.172	29.31	12.069	59.483	40.517	15.517	8.621	6.897	"0.89622641509434"	0.0471698113207547	0.0566037735849057	0	0	0	0	1	0	0	0	0
"A0A0C4DH43"	119	13312.45234	1.88929240424354	8.47975661946874	92.5210084033613	19.809243697479	1.18176470588235	0.0779831932773109	0.609472873823489	35.294	55.462	28.571	8.403	51.261	48.739	18.487	10.084	8.403	"0.908256880733945"	0.018348623853211	0.073394495412844	0	0	0	0	1	0	0	0	0
"A0A0C4DH73"	117	12645.36934	1.88549412743696	8.47798190285832	76.7521367521367	58.208547008547	1.07247863247863	0.108119658119658	0.518780882993531	40.171	56.41	26.496	10.256	56.41	43.59	11.966	6.838	5.128	"0.925233644859813"	0.0186915887850467	0.0560747663551402	0	0	0	0	1	0	0	0	0
"A0A0G2JMI3"	117	12870.53424	-5.62646109413541	4.46658527530412	75.042735042735	37.4589743589744	1.15854700854701	0.0953846153846154	0.420993045597871	38.462	55.556	29.06	11.966	55.556	44.444	22.222	9.402	12.821	"0.953271028037383"	0	0.0467289719626168	0	0	0	0	1	0	0	0	0
"A0A0G2JPB7"	455	50435.10584	-20.8848916268805	4.71801441666285	88.6373626373626	45.092967032967	1.39094505494505	0.0643516483516484	0.627274416756484	29.231	50.989	29.451	10.989	55.165	44.835	24.176	10.989	13.187	"0.943820224719101"	0.0202247191011236	0.0359550561797753	0	0	0	0	1	0	0	0	0
"A0A0J9YVY3"	117	12848.57504	3.12477332855797	8.82004813321344	70.0854700854701	16.4512820512821	0.937435897435897	0.131367521367521	0.54138981971292	41.026	57.265	28.205	14.53	58.12	41.88	13.675	8.547	5.128	"0.934579439252336"	0	0.0654205607476635	0	0	0	0	1	0	0	0	0
"A0A0J9YW62"	118	13250.11644	5.63858481983796	9.63029810782902	76.9491525423729	43.9110169491525	1.53161016949153	0.00118644067796612	0.44766171905878	34.746	48.305	28.814	13.559	54.237	45.763	22.034	14.407	7.627	"0.944444444444444"	0	0.0555555555555556	0	0	0	0	1	0	0	0	0
"A0A0J9YWU9"	116	12942.80114	4.15163302080712	9.30654527518161	88.1896551724138	35.0853448275862	0.7175	0.157155172413793	0.478834047388726	36.207	52.586	27.586	15.517	57.759	42.241	12.931	8.621	4.31	"0.924528301886792"	0	0.0754716981132075	0	0	0	0	1	0	0	0	0
"A0A0J9YX35"	117	12822.57254	1.12728485131302	8.02503711580895	84.1025641025641	46.9777777777778	1.04555555555556	0.113418803418803	0.50870283262998	37.607	54.701	29.06	12.821	57.265	42.735	17.094	9.402	7.692	"0.934579439252336"	0.00934579439252336	0.0560747663551402	0	0	0	0	1	0	0	0	0
"A0A0J9YXX1"	117	12772.57074	2.12587220686496	8.45106040554583	79.2307692307692	33.5547008547009	0.976239316239316	0.113589743589744	0.563705748324083	40.171	53.846	28.205	11.966	57.265	42.735	16.239	9.402	6.838	"0.88785046728972"	0.0373831775700935	0.0747663551401869	0	0	0	0	1	0	0	0	0
"A0A0J9YY99"	117	12964.78744	4.12602118426635	9.13473994919551	78.2905982905983	37.3504273504274	1.1808547008547	0.0836752136752137	0.524681507954357	35.043	52.991	28.205	14.53	59.829	40.171	17.949	11.111	6.838	"0.91588785046729"	0.0280373831775701	0.0560747663551402	0	0	0	0	1	0	0	0	0
"A0A178U7J2"	385	42342.34604	-16.1117508428827	4.40695883996331	114.753246753247	33.268051948052	0.0889090909090909	0.328337662337662	0.692468382602497	29.61	47.532	35.844	14.286	63.896	36.104	13.766	5.714	8.052	"0.584"	0.138666666666667	0.277333333333333	0	1	0	0	0	0	0	0	1
"A0A178U9Y5"	592	69021.21244	-13.1140807009149	5.65601256373053	89.7297297297297	36.2096283783784	1.72515202702703	-0.000929054054054045	0.801898942686674	22.297	40.878	28.716	14.527	52.196	47.804	31.081	15.541	15.541	"0.88659793814433"	0.0618556701030928	0.0515463917525773	0	1	0	0	0	0	0	0	1
"A0A1I9LME3"	134	15079.33134	2.09555910626535	8.0924341590592	87.3134328358209	30.4492537313433	1.29253731343284	0.0736567164179105	0.794716559444157	27.612	47.761	28.358	14.179	55.224	44.776	23.881	14.179	9.701	"0.830645161290323"	0.120967741935484	0.0483870967741935	0	0	0	1	0	0	0	0	1
"A0A1I9LMM7"	140	15613.56704	-12.0292570062388	4.15496371773145	96.2142857142857	45.1257142857143	1.9845	-0.0515	0.706769993417672	25.714	50	32.143	5	47.143	52.857	31.429	11.429	20	"0.823076923076923"	0.153846153846154	0.0230769230769231	0	1	0	0	0	0	0	0	1
"A0A1I9LMN9"	591	65873.29834	-2.46427924815195	6.76263287373983	86.9035532994924	45.1460236886633	1.73189509306261	-0.0139424703891709	0.740327183824031	28.088	50.931	29.442	10.152	51.777	48.223	28.596	15.398	13.198	"0.953528399311532"	0.0240963855421687	0.0223752151462995	0	1	0	0	0	0	0	0	1
"A0A1I9LN13"	317	35696.54114	6.92325568095175	8.56493031813078	58.391167192429	71.482334384858	2.94403785488959	-0.230504731861199	0.638848102036055	31.23	57.098	18.612	8.202	38.801	61.199	27.76	16.088	11.672	"0.996742671009772"	0.00325732899022801	0	0	0	0	1	0	0	0	0	1
"A0A1I9LPW5"	183	21325.90144	-8.81121859018895	5.29888191909075	72.4590163934426	61.8934426229508	2.20655737704918	-0.083224043715847	0.546345415585619	24.59	44.809	22.404	15.301	48.087	51.913	31.148	15.301	15.847	"0.988439306358382"	0	0.0115606936416185	0	0	0	1	0	0	0	0	1
"A0A1I9LQ21"	1001	112926.05194	10.8203569165197	7.99836069322624	102.527472527473	34.3764235764236	0.797062937062937	0.178631368631369	0.998516342416805	27.373	47.752	33.267	16.084	59.141	40.859	20.779	12.388	8.392	"0.698284561049445"	0.0837537840565086	0.217961654894046	0	1	0	0	0	0	0	0	1
"A0A1I9LR82"	299	33960.86924	3.33408454419896	8.30943124052845	60.0334448160535	49.6371237458194	3.0394983277592	-0.266321070234114	0.738780636456158	26.421	50.502	21.739	7.692	41.472	58.528	33.445	18.06	15.385	"0.951557093425606"	0.0484429065743945	0	0	1	0	0	0	0	0	0	1
"A0A1I9LRT3"	372	40002.56064	4.50690260387158	8.47635901353201	88.8709677419355	39.3854838709677	1.4494623655914	0.0625806451612903	0.737179779252798	36.559	59.14	30.645	7.258	53.495	46.505	18.548	10.215	8.333	"0.914364640883978"	0.0193370165745856	0.0662983425414365	0	1	0	0	0	0	0	0	1
"A0A1I9LTC7"	677	73751.43024	4.21163947193003	7.49552472927742	85.7311669128508	36.7738552437223	1.31949778434269	0.0661595273264402	0.905890657040237	32.644	53.028	29.838	10.931	56.13	43.87	23.338	13.294	10.044	"0.917541229385307"	0.0224887556221889	0.0599700149925037	0	1	0	0	0	0	0	0	1
"A0A1P8AMK1"	209	23933.27744	-1.10052574670756	6.52735024364984	82.0574162679426	52.1545454545455	2.11358851674641	-0.088133971291866	0.702240553487487	22.967	45.455	26.794	10.048	49.761	50.239	29.665	15.311	14.354	"0.924623115577889"	0.0753768844221105	0	0	1	0	0	0	0	0	0	1
"A0A1P8APA8"	607	68453.31744	-31.0501585773746	4.52656257877432	89.2586490939044	41.1062602965404	1.39482701812191	0.0683690280065898	0.810640724080888	26.524	49.918	29.16	11.862	53.377	46.623	25.371	11.038	14.333	"0.850921273031826"	0.0988274706867672	0.050251256281407	0	1	0	0	0	0	0	0	1
"A0A1P8APF4"	381	42116.33204	-33.8610909507784	4.0554403951734	64.1994750656168	54.7692913385827	2.16488188976378	-0.0600262467191601	0.662271578317772	27.297	57.743	20.997	8.399	48.556	51.444	25.722	8.924	16.798	"0.983827493261456"	0.0134770889487871	0.00269541778975741	0	1	0	0	0	0	0	0	1
"A0A1P8APZ3"	96	10664.02574	1.22715408440604	9.27324132461466	75.1041666666667	31.978125	2.038125	-0.0547916666666666	0.570261508454117	31.25	55.208	26.042	9.375	45.833	54.167	25	13.542	11.458	"0.976744186046512"	0	0.0232558139534884	0	1	0	0	0	0	0	0	1
"A0A1P8AQE4"	678	75569.16474	7.07760028298758	8.06683952574354	99.7935103244838	47.0749262536873	1.46258112094395	0.0236725663716814	0.794043974301654	25.811	48.673	33.186	9.44	52.212	47.788	26.549	15.044	11.504	"0.898203592814371"	0.0643712574850299	0.0374251497005988	0	1	0	0	0	0	0	0	1
"A0A1P8AS31"	401	44919.99534	-11.0097386407234	5.42650243722721	95.2618453865337	32.2635910224439	1.07802992518703	0.117007481296758	0.675753436234075	26.933	46.883	30.175	11.721	55.112	44.888	25.686	12.718	12.968	"0.861892583120205"	0.0767263427109974	0.061381074168798	0	1	0	0	0	0	0	0	1
"A0A1P8AST1"	662	75431.10254	32.2182870084138	10.1061714449731	82.1601208459214	46.0425981873112	2.59564954682779	-0.178791540785498	0.969321000000451	27.492	48.338	27.039	8.157	44.109	55.891	32.024	19.335	12.689	"0.938650306748466"	0.0598159509202454	0.00153374233128834	0	1	0	0	0	0	0	0	1
"A0A1P8ASY1"	1331	147285.95544	5.98042208268404	7.40864289809508	90.7137490608565	44.4362885048835	1.77522915101428	-0.0192336589030804	0.919652255144601	29.301	52.141	29.301	8.114	49.286	50.714	25.244	13.899	11.345	"0.937925813777441"	0.044663133989402	0.0174110522331567	0	1	0	0	0	0	0	0	1
"A0A1P8AT59"	604	67946.24984	6.73249233759768	8.5604472340269	87.7980132450331	36.9806291390729	1.56150662251656	0.0116887417218543	0.777013031794602	27.815	49.338	29.47	10.596	52.483	47.517	25.662	13.907	11.755	"0.925925925925926"	0.0488215488215488	0.0252525252525253	0	1	0	0	0	0	0	0	1
"A0A1P8AVS2"	409	45592.19414	-7.66482021532733	5.1985996199461	92.7872860635697	40.1242053789731	1.44171149144254	0.049437652811736	0.776057517864564	29.584	49.633	32.763	10.513	54.523	45.477	25.183	12.225	12.958	"0.879699248120301"	0.0827067669172932	0.037593984962406	0	1	0	0	0	0	0	0	1
"A0A1P8AW53"	207	24200.94464	4.85465173099712	8.93803674250384	92.3188405797101	36.9961352657005	2.0063768115942	-0.078695652173913	0.769960176057179	19.324	39.614	28.986	13.043	50.725	49.275	32.367	18.841	13.527	"0.913705583756345"	0.0812182741116751	0.0050761421319797	0	1	0	0	0	0	0	0	1
"A0A1P8AW93"	143	16050.26484	-5.89952566620585	4.9501061615793	78.3916083916084	46.8615384615385	1.56979020979021	0.0223076923076923	0.539378351041116	27.273	51.748	25.874	11.888	51.748	48.252	27.972	13.287	14.685	"0.924812030075188"	0.0150375939849624	0.0601503759398496	0	1	0	0	0	0	0	0	1
"A0A1P8AW96"	323	38499.30764	8.18939516149413	8.80649165095555	98.328173374613	40.2752321981424	0.91969040247678	0.138575851393189	0.781316126904021	21.981	39.009	30.031	19.814	60.062	39.938	25.077	14.551	10.526	"0.686900958466454"	0.137380191693291	0.175718849840256	0	1	0	0	0	0	0	0	1
"A0A1P8AWF3"	1001	111392.06504	1.61479591408202	7.12110067814707	75.2347652347652	42.7789210789211	1.94538461538462	-0.0519380619380619	0.965601755010333	30.769	52.647	25.075	10.19	49.051	50.949	26.873	14.585	12.288	"0.927346115035318"	0.0423814328960646	0.0302724520686176	0	1	0	0	0	0	0	0	1
"A0A1P8AYS2"	439	49802.83944	3.02875642349462	7.72103345687502	90.2050113895216	42.4854214123007	2.32945330296128	-0.114054669703872	0.769523758612548	26.879	43.964	28.702	7.973	46.469	53.531	31.207	17.084	14.123	"0.955710955710956"	0.0256410256410256	0.0186480186480186	0	1	0	0	0	0	0	0	1
"A0A1P8AZS5"	244	27962.20244	-4.16752345966273	5.34802840498856	61.0655737704918	53.7614754098361	1.93032786885246	-0.0262295081967213	0.55223919522923	28.279	50	19.672	15.574	51.639	48.361	22.541	11.066	11.475	"0.965811965811966"	0.00854700854700855	0.0256410256410256	0	0	0	1	0	0	0	0	1
"A0A1P8B2C9"	238	27147.35974	7.58185039045128	9.47683183648204	90.8823529411765	42.0235294117647	1.52294117647059	0.00894957983193278	0.633640620343171	24.37	45.798	28.571	12.605	51.681	48.319	25.63	15.546	10.084	"0.93859649122807"	0.0307017543859649	0.0307017543859649	0	1	0	0	0	0	0	0	1
"A0A1P8B460"	291	32600.16124	5.06419960534754	8.15683997960562	106.872852233677	40.9092783505155	1.13281786941581	0.0938831615120275	0.688222322809528	29.553	49.141	31.615	9.966	55.326	44.674	20.619	12.027	8.591	"0.907473309608541"	0.0604982206405694	0.0320284697508897	0	0	0	1	0	0	0	0	1
"A0A1P8B4J3"	384	43336.95734	-1.73816249450616	6.75600348677353	104.0625	38.9372395833333	1.566640625	0.02640625	0.941208887340734	26.042	46.354	33.594	10.938	50.521	49.479	29.948	16.146	13.802	"0.906417112299465"	0.0828877005347594	0.0106951871657754	0	1	0	0	0	0	0	0	1
